District_code|School_code|School_name
AS|AS0948|ST GEORGE SCHOOL ANAGALAPURA DODDAGEBBI POST BANGALORE
AS|AS0949|SCHOOL OF SMART KIDS H S (ENG MED) NEAR V V NAGARA SUBRAMHANYAPURA POST BANGALORE
AS|AS0950|'NATIONAL PUBLIC ENG H S BEERESHWARANAGARA, NO 36 ''C'' CHUNCHANAGHATTA MIAN ROAD KONANAKUNTE POST, BANGALORE'
AS|AS0951|LITTLE FLOWERA EDUCATION SOCIETY (R) 1ST CROSS 5TH MAIN ROAD OPP TO LAKSHMINARAYANA TEMPLE MUNNEKOLALU, BANGALORE
AS|AS0952|MOUNT AUSTIN ENG H S DEEPANJALI NAGARA BANGALORE 
AS|AS0953|NOOR ENGLISH HIGH SCHOOL ILYAS NAGAR BANGALORE 
AS|AS0954|SHREE SHARADA VIDYAMANDIRA H S BALAGERE ROAD VARTHUR BANGALORE
AS|AS0955|VAGDEVI VILASA HIGH SCHOOL NO77/45, MUNNEKOLALU MARATH HALLI POST BANGALORE
AS|AS0956|B B FATHIMA GIRLS HIGH SCHOOL ILIYAS NAGARA BANGALORE 
AS|AS0957|REDDY JANASANGHA HIGH SCHOOL N C R EXTN ROOPENA AGRAHARA BANGALORE
AS|AS0958|B T L VIDYAVATHINI HIGH SCHOOL NO 2, 3RD CROSS 7TH MAIN ROAD, 3RD STAG B S K, BANGALORE
AS|AS0959|ST DOMINICS SCHOOL CHIKKLSANDRA, SUBRAMANYPURA POST, BANGALORE
AS|AS0960|CARMEL JYOTHI SCHOOL BEERESHWARANAGARA, KONANAKUNTE, BANGALORE
AS|AS0961|NEW OXFORD HIGH SCHOOL THIMMASANDRA ROAD, NO.22/1, SARJAPURA POST, ANEKAL TQ,
AS|AS0962|INSIGHT HIGH SCHOOL NO.20, VASANTHAPURA, MAIN ROAD, BANGALORE
AS|AS0963|NEW OXFORD PUBLIC HIGH SCHOOL NO.7, 7TH MAIN ROAD PADARAYANAPURA, BANGALORE
AS|AS0964|B.E.S. ENG MED HIGH SCHOOL, 16TH MAIN ROAD, JAYANAGARA 4TH BLOCK, BANGALORE
AS|AS0965|SRI SHARADA VIDYA NIKETHANA ENG MED HIGH SCHOOL SHANUBHOGARA EXTN, THANISANDRA, K.R.PURAM,
AS|AS0966|SRI VENKATESHWARA ENG MED HIGH SCHOOL GIDDENAHALLI, YADAVANAHALLI POST, ATTIBELE HIBLI, ANEKAL TQ,
AS|AS0967|HOLY SPIRIT SCHOOL BANNERGHTTA ROAD, BANGALORE 
AS|AS0968|LAL BAHADUR SHASTRI ENH MED HIGH SCHOOL RAMPURA, BIDARAHALLI POST BANGALORE
AS|AS0969|SRI MUNIVEERAPPA ENG MWD HIGH SCHOOL THALI ROAD, ANEKAL, BANGALORE
AS|AS0970|NAVJYOTHI PUBLIC SCHOOL HORAMAVU ROAD JUNCTION RAMAURTHY NAGAR
AS|AS0971|ST DON BOSCO ENG MED HIGH SCHOLL KAMADHENU LAYOUT, B.NARAYANA PURA, BANGALORE
AS|AS0972|NEW BALDWIN ENG HIGH SCHOOL GEDDALAHALLT, NARAYANAPURA CROSS, BANGALORE
AS|AS0973|SREE RAMA VIDYALAYA HIGH SCHOOL 9TH MAIN ROAD, 2ND BLOCK, JAYANAGARA,
AS|AS0974|S.V.S. PUBLIC SCHOOL NO.463, 2ND STAGE, MARUTHINAGARA JNANA BHARATHI POST,
AS|AS0975|NEW MOTHER THERESA HIGH SCHOOL HOSAPALYA, BEGUR HOBLI, BANGALORE
AS|AS0976|'ST MICHAEL''S HIGH SCHOOL SHANTHINAGARA, BANGALORE '
AS|AS0978|DAYANANDA ARYA VIDYA PUBLIC SCHOOL VASANTHAPURA, MAIN ROAD, SHARADANAGARA,
AS|AS0979|CAMBRIDGE SCHOOL NO.145, SUNCITY LAYOUT, J P NAGARA 7TH STAGE, KOTHANUR,
AS|AS0980|B M VALLEY HIGH SCHOOL NO,7/1, PANTHARAPALYA MYSORE ROAD, BANGALORE
AS|AS0981|B G NATIONAL PUBLIC SCHOOL NO.63, 11TH BLK, NAGARABHAVI 2ND STAGE, BANGALORE
AS|AS0982|OUR ENGLISH HIGH SCHOOL CA NO.15, 27 CRS,, 14TH MAIN, BANASHANKARI 2ND STG,
AS|AS0983|CANAAN CHRIST PUBLIC SCHOOL NO.6, 1ST CRS, 9TH MAIN BTM 1ST STAGE, BANGALORE
AS|AS0984|AECS MAGNOLIA MAARUTI ENG MED HIGH SCHOOL KAMMANAHALLI, BANNERGHTTA ROAD, BANGALORE
AS|AS0985|SOPHIA HIGH SCHOOL, NAL ROAD, MURUGESH PALYA, BANGALORE
AS|AS0986|BRIGHT FUTURE ENG HIGH SCHOOL NO.57/1., MANASA CLINIC ROAD, GARVEBAVIPALYA,
AS|AS0987|JNANA VIKAS HIGH SCHOOL KRISHANA NAGARA, KOTHANUR BANGALORE
AS|AS0988|BLUE BELL PUBLIC SCHOOL NO.100, 14TH CROSS, G K LAYOUT, CHANNAKESHAVA NAGARA,
AS|AS0989|MAGNIFIC HIGH SCHOOL NO.152, A3 CROSS, MINAZ NAGARA, J P NAGARA POST,
AS|AS0990|PRIYADARSHINI PUBLIC HIGH SCHOOL A BLOCK SUBASHNAGAR HOSUR ROAD
AS|AS0991|OXFORD ENG SCHOOL GARUDACHARPALYA WHITEFIELD ROAD BANGALORE
AS|AS0992|PATEL PUBLIC HIGH SCHOOL KARIYAMMANA AGRAHARA OUTER RING ROAD BELLANDUR POST
AS|AS0993|GURUKUL ENG MED HIGH SCHOOL NO 171/2, RAJARAJESWARI LAYOUT MAHADEVAPURA EXTN DOORAVANINAGAR POST
AS|AS0994|ST JAVERIA HIGH SCHOOL NO21/3, S R LAYOUT VIDYASAGARA THANISANDRA MAIN ROAD
AS|AS0995|SURABHI PUBLIC SCHOOL NO 33/2 K KRISHNANAGAR (HOSAPALYA) KENGERI, HOBLI
AS|AS0996|NEW BALDWIN HIGH SCHOOL NO 24, GREE ORCHARDS N R K GARDEN BANNERGHATTA ROAD
AS|AS0997|S M ENGLISH HIGH SCHOOL BEHIND PETROL BUNK KANAKAPURA MAIN ROAD YELLECHENAHALLI
AS|AS0998|EXCELLENT ENGLISH MEDIUM HIGH SCHOOL 7TH CROSS BOMMANAHALLI MANGAMANNAPLAYA
AS|AS0999|NEW CITIZENS HIGH SCHOOL NO 48/2 NAGARABHAVI MAIN ROAD PRIYADARSHINI EXTN, MOODALAPALYA
AS|AS1000|VIVEKANANDA KENDRA VIDAYALAYA HIGH SCHOOL KALLUBALU JIGANI HOBLI, ANEKAL TQ BANGALORE, SOUTH DIST
AS|AS1001|'ST FRANCIS XAVIER''S HIGH SCHOOL SOMANAHALLI BANGALORE '
AS|AS1002|SRI LAL BAHADUR SHASTRY MEMO ENG & KAN MED H S NO 26, 1ST CROSS CHOLURPALYA MAGADI ROAD
AS|AS1004|BISHOP SARGENT HIGH SCHOOL NO 535, NEAR CHURCH ASHWATHNAGAR (ARABIC COLLEGE POST) THANISANDRA MAIN ROAD
BA|BA0001|GOVT. P U COLLEGE FOR BOYS CHANNAPATNA RAMANAGARA DISTRICT 
BA|BA0002|GOVT. P U COLLEGE ARALALUSANDRA, CHANNAPATNA  TALUK RAMANAGARA DISTRICT 
BA|BA0003|GOVERNMENT HIGH SCHOOL MAKALI, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0004|GOVT. JUNIOR COLLEGE FOR GIRLS CHANNAPATNA RAMANAGARA DISTRICT 
BA|BA0005|SRI SIDDARAMESWARA JUNIOR COLLEGE BEVOOR, CHANNAPANA TALUK RAMANAGARA DISTRICT 
BA|BA0006|SARVAJANIKA JUNIOR COLLEGE CHANNAPATNA RAMANAGARA DISTRICT 
BA|BA0007|SARVAJANIKA HIGH SCHOOL, NAGAVARA NAGAVARA, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0008|SARVAJANIKA COMPOSITE JUNIOR COLLEGE MATHIKERE SHETTIHALLI, CHANNAPATNA TQ RAMANAGARA DISTRICT 
BA|BA0009|AKKUR HOSAHALLI HIGH SCHOOL AKKUR, POST HOSAHALLI, CHANNAPATNA TQ RAMANAGARA DISTRICT 
BA|BA0010|GOVERNMENT HIGH SCHOOL KODAMBALLI, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0011|ST. ANNE’S GIRLS HIGH SCHOOL CHANNAPATNA RAMANAGARA DISTRICT 
BA|BA0012|SREE ANANDA SOCIAL EDNL. HIGH SCHOOL CHIKKAMALUR  CHANNAPATNA RAMANAGARA DISTRICT 
BA|BA0013|GOVERNMENT HIGH SCHOOL DASHAVARA, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0014|GOVERNMENT HIGH SCHOOL HONGANUR CHANNAPATNA RAMANAGARA DISTRICT 
BA|BA0015|GOVERNMENT P U COLLEGE CHAKKERE CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0016|SRI SHARANACHANNAPPASWAMY HIGH SCHOOL LALGHATTA CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0017|GOVERNMENT HIGH SCHOOL HAROKUPPE, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0018|BHARATMATA HIGH SCHOOL SINGARAJAPURA, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0019|GOVERNMENT HIGH SCHOOL J BYADARAHALLI, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0020|GOVERNMNET HIGH SCHOOL HONNANAYAKANAHALLI, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0021|'ST. MICHEL''S  ENGLISH HIGH SCHOOL CHANNAPATNA. RAMANAGARA DISTRICT '
BA|BA0022|GOVERNMENT HIGH SCHOOL MAILANAYAKANA HOSAHALLI, CHANNAPATNA TQ RAMANAGARA DISTRICT 
BA|BA0023|NARENDRA NIVEDITHA HIGH SCHOOL VANDARAGUPPE CHANNAPATNA TQ RAMANAGARA DISTRICT 
BA|BA0024|AL  AMEEN ALLAHDAD HIGH SCHOOL NO. 27 YADGAR MOHALLA CHANNAPATNA, RAMANAGARA DISTRICT 
BA|BA0025|S.B. RURAL HIGH SCHOOL YELETHOTADAHALLI, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0026|NAVODAYA MODEL RESIDENTIAL SCHOOL KENGAL, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0027|GOVERNMENT HIGH SCHOOL IGGALUR, CHANNAPATNA TALUK, RAMANAGARA DISTRICT 
BA|BA0028|BHAGYASHREE HIGH SCHOOL MALLURPATNA, CHANNAPATNA TALUK, RAMANAGARA DISTRICT 
BA|BA0029|SRI  YOGANARASIMHA SWAMY HIGH SCHOOL BEVOUR MANDYA, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0030|MAHADESWARA RURAL HIGH SCHOOL SULLERI, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0031|BEERESHWARA RURAL HIGH SCHOOL ABBUR DODDI, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0032|VISHWAMANAVA HIGH SCHOOL KOORANAGEREHALLI, CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0033|FARAH ENGLISH HIGH SCHOOL ANJUMAN ROAD, CHANNAPATNA  TALUK RAMANAGARA DISTRICT 
BA|BA0034|KALIDASA GIRLS HIGH SCHOOL CHANNAPATANA TALUK, RAMANAGARA DISTRICT 
BA|BA0035|GOVT. HIGH SCHOOL  BRAHMANIPURA CHANNAPATNA TALUK RAMANAGARA DISTRICT 
BA|BA0036|GOVERNMENT HIGH SCHOOL BYRAPATNA CHANNAPATNA TALUK RAMANAGARA DISTRICT
BA|BA0037|B.J.L. PUBLIC HIGH SCHOOL 2240/67, 5TH CROSS, KUVEMPUNAR,CHANNAPATNA RAMANAGARA DISTRICT
BA|BA0038|BALU PUBLIC SCHOOL PARVATHI TALKIES ROAD CHANNAPATNA RAMANAGARA DISTRICT
BA|BA0039|GOVT HIGH SCHOOL MANKUNDA GRAMA, CHANNAPATNA TALUK, RAMANAGARA DISTRICT
BA|BA0040|CAMBRIDGE HIGH SCHOOL RAJARAJESWARINAGAR, SATHANUR, ROAD, CHANNAPATNA, RAMANAGARA DISTRICT
BA|BA0041|'ST JOSEPH''S ENG MED HIGH SCHOOL CHANNAPATNA RAMANAGARA DISTRICT '
BA|BA0042|HAYATH HABEEB MEMO HIGH SCHOOL KALANAGAR, CHANNAPATNA RAMANAGARA DISTRICT
BA|BA0043|NEW MILLENNIUM ENG H S FORT CHANNAPATNA, RAMANAGARA DISTRICT
BA|BA0044|GOVT HIGH SCHOOL KRISHNAPURA CHANNAPATNA TQ RAMANAGARA DISTRICT
BA|BA0046|ST. MICHELS HIGH SCHOOL AJADNAGAR, KANAKAPURA RAMANAGARA DISTRICT 
BA|BA0047|MUNICIPAL HIGH SCHOOL KANAKAPURA RAMANAGARA DISTRICT 
BA|BA0048|GOVERNMENT HIGH SCHOOL DODDAALHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0049|GOVERNMENT HIGH SCHOOL HARINDYAPANAHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0050|GOVERNMENT HIGH SCHOOL DODDAMARALAVADI, KANAKAPUR TALUK RAMANAGARA DISTRICT 
BA|BA0051|RURAL M.P HIGH SCHOOL KANAKAPURA RAMANAGARA DISTRICT 
BA|BA0052|RURAL HIGH SCHOOL HAROHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0053|RURAL HIGH SCHOOL FOR GIRLS KANAKAPURA RAMANAGARA DISTRICT 
BA|BA0054|SRI VISVODAYA HIGH SCHOOL KRISHNAIAHNADODDI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0055|SRI NIRVANASWAMY RES HIGH SCHOOL DEGULMUTT, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0056|SRI RAMA HIGH SCHOOL HOSADURGA, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0057|RURAL HIGH SCHOOL SATHANUR, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0058|SRI SHARADA  HIGH SCHOOL KODIHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0059|S.S.M.S.R. HIGH SCHOOL SRI MARALEGAVIMUTT, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0060|MARALAWADY EDNL SOCIETY HIGH SCHOOL MARALAWADY, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0061|GOVERNMENT HIGH SCHOOL CHIKKAMUDAVADU, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0062|GOVT. GIRLS HIGH SCHOOL KANAKAPURA RAMANAGARA DISTRICT 
BA|BA0063|GOVERNMENT COMPOSITE P.U. COLLEGE HAROHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0064|GOVERNMENT HIGH SCHOOL KADASIKOPPA, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0065|GOVERNMENT HIGH SCHOOL ATTIHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0066|GOVERNMENT HIGH SCHOOL SHIVANAHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0067|R C HIGH SCHOOL HAROBELE, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0068|DR. B. R AMBEDKAR HIGH SCHOOL HOSAKABBALU, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0069|GOVERNMENT HIGH SCHOOL HUKUNDA, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0071|SRI MAHALINGASWAMY RURAL HIGH SCHOOL HUNASANAHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0072|GOVERNMENT HIGH SCHOOL BANAVASI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0073|GOVERNMENT HIGH SCHOOL CHEELUR, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0074|GOVERNMENT HIGH SCHOOL THOKASANDRA, KANAKAPURA TALUK, RAMANAGARA DISTRICT 
BA|BA0075|GOVERNMENT HIGH SCHOOL UYYAMBALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0076|SRI MAHADEVA RURAL HIGH SCHOOL KOLAGONDANAHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0078|JNAVAHINI HIGH SCHOOL KODIHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0079|JNANODAYA HIGH SCHOOL THENGANAYAKANAHALLI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0080|MANASA HIGH SCHOOL PWD QUARTERS ROAD KANAKAPURA RAMANAGARA DISTRICT 
BA|BA0081|GOVT URDU HIGH SCHOOL KANAKAPURA RAMANAGARA DISTRICT 
BA|BA0082|GOVERNMENT HIGH SCHOOL THUNGANI, KANAKAPURA TALUK RAMANAGARA DISTRICT 
BA|BA0083|GRAMASWARAJYA HIGH SCHOOL INOORAGOLLAHALLI ,KANAKAPURA TQ RAMANAGARA DISTRICT 
BA|BA0084|SANGAMA HIGH SCHOOL KOTTAGAALU, KANAKAPURA TQ. RAMANAGARA DISTRICT
BA|BA0085|GOVERNMENT HIGH SCHOOL HALASURU,KODIHALLI HOBLI, KANAKAPURA TALUK RAMANAGARA DISTRICT
BA|BA0086|MORARJI DESAI RESIDENTIAL SCHOOL, DODDA MARALAVADI, KANAKAPURA TQ. RAMANAGARA DISTRICT
BA|BA0087|GOVT. HIGH SCHOOL BANNIMUKODLU, KANAKAPURA TQ. RAMANAGARA DISTRICT
BA|BA0088|JAIN VIDYANIKETHANA HIGH SCHOOL JAKKASANDRA KANAKAPURA TALUK RAMANAGARA DISTRICT
BA|BA0089|GOVERNMENT HIGH SCHOOL THIGALARA HOSAHALLY KANAKAPURA TALUK RAMANAGARA DISTRICT
BA|BA0090|SREE KALABHYRAWESWARA HIGH SCHOOL BANGALORE ROAD, KANAKAPURA, RAMANAGARA DISTRICT
BA|BA0091|GOVT HIGH SCHOOL GURUVINAPURA, KANAKAPURA TALUK, RAMANAGARA DISTRICT
BA|BA0092|GOVT HIGH SCHOOL HONNAGANAHALLI, SATHANUR HOBLI, KANAKAPURA TALUK, RAMANAGARA DISTRICT
BA|BA0093|GOVT HIGH SCHOOL KAGGALAHALLI, KANAKAPURA TALUK, RAMANAGARA DISTRICT
BA|BA0094|S B M BLOSSOM HIGH SCHOOL NEAR KSRTC BUS STAND, KANAKAPURA, RAMANAGARA DISTRICT
BA|BA0095|GOVT HIGH SCHOOL CHIKKAKALBALU, HAROHALLI HOBLI, KANAKAPURA TALUK, RAMANAGARA DISTRICT
BA|BA0096|S KARIYAPPA MEM GIRLS HIGH SCHOOL SHATHANUR KANAKAPURA TALUK RAMANAGARA DISTRICT
BA|BA0097|ST THOMAS ENG MED HIGH SCHOOL CHURCH ROAD, KANAKAPURA RAMANAGARA DISTRICT
BA|BA0098|LIONS HIGH SCHOOL KUVEMPUNAGAR, KANAKAPURA RAMANAGARA DISTRICT
BA|BA0099|GOVT HIGH SCHOOL DYAVASANDRA KANAKAPURA TQ RAMANAGARA DISTRICT
BA|BA0100|GOVT HIGH SCHOOL KOODLURU CHANNAPATNA TQ RAMANAGARA DISTRICT
BA|BA0101|PRIYADARSHINI SEVAKENDRA H S HALASUR, KADALLY POST ,SATHANUR HOBLI KANAKAPURA TQ RAMANAGARA DISTRICT
BA|BA0102|PRAGATHI VIDYA NIKETHANA H S HAROHALLI KANAKAPURA TQ RAMANAGARA DISTRICT
BA|BA0103|GOVT. JUNIOR COLLEGE KUDUR, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0104|GOVT. P U COLLEGE MAGADI RAMANAGARA DISTRICT 
BA|BA0105|SIDDARTHA RESIDENTIAL HIGH SCHOOL MULAKATTAMANAPALYA, SANKIGHATT PO MAGADI TQ  BANGALORE RURAL  DISTRICT 
BA|BA0106|SRI BASAVESWARA HIGH SCHOOL SOLUR, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0107|SRI SIDDAGANGA RURAL HIGH SCHOOL KANCHUGAL BANDEMUTT MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0108|SRI BASAVESWARA HIGH SCHOOL HULIKAL MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0109|GOVERNMENT P U COLLEGE THIPPASANDRA MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0110|SIDDAGANGA RURAL HIGH SCHOOL GUDEMARANAHALLI VIA SOLUR MAGADI TQ RAMANAGARA DISTRICT 
BA|BA0111|SRI MAHALINGESHWARA RURAL HIGH SCHOOL VEEREGOWDANADODDI MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0112|GRAMA SEVA NIVASHITHA HIGH SCHOOL BAGHINAGERE MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0113|SRI SIDDAGANGA RURAL HIGH SCHOOL NARASANDRA, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0114|SRI RANGANATHA SWAMY HIGH SCHOOL BYCHAPURA ROAD MAGADI, RAMANAGARA DISTRICT 
BA|BA0115|RURAL RESIDENTIAL HIGH SCHOOL CHAKRABHAVI HULIKATTE, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0116|S.N.K. HIGH SCHOOL SATHANUR, KEMPASAGAR PO, MAGADI TQ RAMANAGARA DISTRICT 
BA|BA0117|RURAL RESIDENTIAL HIGH SCHOOL HOSAPALYA DODDASOMANAHALLI PO MAGADI TQ RAMANAGARA DISTRICT 
BA|BA0118|SARVODAYA HIGH SCHOOL HULLENAHALLI, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0119|S.R.V. HIGH SCHOOL MOTAGANAHALLI, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0120|GOVERNMENT HIGH SCHOOL MADBAL MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0121|SRI SIDDARTHA  RESIDENTIAL HIGH SCHOOL CHIKKAMASKAL MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0122|SRI UDDANASHIVAYOGI RURAL HIGH SCHOOL GATTIPURA MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0123|GOVERNMENT HIGH SCHOOL MANCHANABELE MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0124|URIGADDIGESHWARA SOMANATHA HIGH SCHOOL KALYA MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0125|SRI SHIVAKUMARASWAMY RURAL HIGH SCHOOL SIDDAGANGA BRANCH BYALAKERE MAGADI TQ RAMANAGARA DISTRICT 
BA|BA0126|SRI GANGADHARESHWARA H.S. FOR GIRLS MAGADI TOWN B K ROAD RAMANAGARA DISTRICT 
BA|BA0127|S.J R S RURAL HIGH SCHOOL ENNEGERE MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0128|SRI MAHANTHESWARA GIRLS HIGH SCHOOL KUDUR, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0129|GOVERNMENT HIGH SCHOOL BACHENAHATTI MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0130|GOVERNMENT HIGH SCHOOL SUGGANAHALLI  MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0131|GOVERNMENT  GIRLS HIGH SCHOOL KALYAGATE MAGADI TOWN RAMANAGARA DISTRICT 
BA|BA0132|JAWAHAR ENGLISH MEDIUM HIGH SCHOOL MAGADI (BEHIND KALYA GATE) RAMANAGARA DISTRICT 
BA|BA0133|GOVERNMENT HIGH SCHOOL SRIGIRIPURA MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0134|RAMVILAS PASWAN HIGH SCHOOL SEEGEKUPPE, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0135|SRI SARASWATHI VIDYA MANDIR HIGH SCHOOL MAGADI RAMANAGARA DISTRICT 
BA|BA0136|GOVERNMENT HIGH SCHOOL GANGONAHALLI, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0137|GOVERNMENT HIGH SCHOOL ARASINAKUNTE, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0138|SREE RANGANATHSWAMY RURAL HIGH SCHOOL THIPPASANDRA GATE, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0139|BYRAVESHWARA HIGH SCHOOL ALUR   MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0140|SRI NARASIMHASWAMI RURAL (RESI) H S BISKUR, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0141|VIJAYA HIGH SCHOOL GAVINAGAMANGALA, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0142|ST, MICHEAL ENGLISH SCHOOL MAGADI RAMANAGARA DISTRICT 
BA|BA0144|RANGANATHASWAMI RURAL HIGH SCHOOL TAGGIKUPPE, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0145|VASAVI VIDYANIKETHANA HIGH SCHOOL MAGADI , RAMANAGARA DISTRICT 
BA|BA0146|GOVT, HIGH SCHOOL MADIGONDANAHALLI, MAGADI TALUK RAMANAGARA DISTRICT 
BA|BA0148|RURAL RESIDENTIAL HIGH SCHOOL RURAL RESIDENTIAL HIGH SCHOOL, AJJANAHALLI,  MAGADI TALUK RAMANAGARA DISTRICT
BA|BA0149|PARANGA HIGH SCHOOL THOREPALYA,MAGADI TALUK, RAMANAGARA DISTRICT 
BA|BA0151|GURUKULA VIDYA MANDIRA HIGH SCHOOL RAMAMANDIR EXTENSION, KUDUR MAGADI TALUK RAMANAGARA DISTRICT
BA|BA0152|GOVT HIGH SCHOOL BELAGAWADI, MAGADI TALUK, RAMANAGARA DISTRICT
BA|BA0153|SREE RANGANATHA RURAL HIGH SCHOOL BALENAHALLI, MAGADI TALUK, RAMANAGARA DISTRICT
BA|BA0154|GOVT HIGH SCHOOL KAGIMADU, ADARANGI PO MAGADI TALUK, RAMANAGARA DISTRICT
BA|BA0155|GOVT HIGH SCHOOL HARTI GATE MAGADI TQ RAMANAGARA DISTRICT
BA|BA0156|GOVT HIGH SCHOOL MANNIGANAHALLI MAGADI TQ RAMANAGARA DISTRICT
BA|BA0157|MAGADI  KEMPEGOWDA HIGH SCHOOL N E S LAYOUT MAGADI RAMANAGARA DISTRICT
BA|BA0158|GOVT. P.U COLLEGE FOR BOYS RAMANAGARAM RAMANAGARA DISTRICT 
BA|BA0159|GOVERNMENT PRE/UNIVERSITY COLLEGE, JALAMANGALA, RAMANAGARAM TQ. RAMANAGARA DISTRICT
BA|BA0160|J S B FREE RESIDENTIAL SCHOOL  FOR BLIND ARCHAKARAHALLI, RAMANAGARAM TALUK RAMANAGARA DISTRICT 
BA|BA0161|SRI VINAYAKA VIDYASAMSTHE HIGH SCHOOL HOMBEGOWDANADODDI, RAMANAGARAM TQ RAMANAGARA DISTRICT 
BA|BA0163|BARATHIYA SAMSKRUTI VIDYAPEETHA IJOOR EXTENTION RAMANAGARAM RAMANAGARA DISTRICT 
BA|BA0164|BIDADI  SRI BASAVESWARASWAMY RURAL H.S BIDADI, RAMANAGARAM TALUK RAMANAGARA DISTRICT 
BA|BA0165|SRI KENGAL ANJANEYASWAY RURAL H S BANNIKUPPE, RAMANAGARAM TALUK RAMANAGARA DISTRICT 
BA|BA0166|RURAL HIGH SCHOOL SUGGANAHALLI, RAMANAGARAM TALUK RAMANAGARA DISTRICT 
BA|BA0167|PANDIT NEHRU PROUDHASHALA KOOTAGAL, RAMANAGARAM TALUK RAMANAGARA DISTRICT 
