District_code|School_code|School_name
RR|RR0020|GOVT HIGH SCHOOL JAWALAGERA , SINDHANOOR TALUK RAICHUR DISTRICT 
RR|RR0021|GOVT HIGH SCHOOL JEGARKAL, RAICHUR TQ. RAICHUR DISTRICT 
RR|RR0022|GOVT HIGH SCHOOL MATMARI , RAICHUR TQ. RAICHUR DISTRICT 
RR|RR0023|GOVT.JUNIOR COLLEGE GABBUR ,  DEVADURGA TALUK RAICHUR DISTRICT 
RR|RR0024|GOVT HIGH SCHOOL JALAHALLI ,  DEVADURGA TALUK RAICHUR DISTRICT 
RR|RR0025|GOVT JUNIOR COLLEGE SAJJALGUDDA ,  LINGASUGUR TALUK RAICHUR DISTRICT 
RR|RR0026|DUDIBEN THAKARSI JOBANPUTRA GIRLS H S RAICHUR RAICHUR DISTRICT 
RR|RR0027|GOVT HIGH SCHOOL KALLUR, MANVI TALUK RAICHUR DISTRICT 
RR|RR0028|METHODIST CO-ED JUNIOR COLLEGE RAICHUR RAICHUR DISTRICT 
RR|RR0029|GOVT JUNIOR COLLEGE FOR GIRLS SINDHANOOR RAICHUR DISTRICT 
RR|RR0030|GOVT JUNIOR COLLEGE HUTTI, GOLD MINES, LINGASUGUR TQ RAICHUR DISTRICT 
RR|RR0031|KALLURA SARAF SEENAIAH BALARAJA  J C ( K.M ) JAWHARNAGAR , RAICHUR RAICHUR DISTRICT 
RR|RR0032|TAGORE MEMORIAL HIGH SHOOL GAJJALAGATTA, LINGASUGUR TALUK RAICHUR DISTRICT 
RR|RR0033|GOVT HIGH SCHOOL KALMALA, , RAICHUR TQ. RAICHUR DISTRICT 
RR|RR0034|PRINCESS FATHIMA JUNIOR COLLEGE .FOR GIRLS TIPU SULTHAN ROAD   RAICHUR RAICHUR DISTRICT 
RR|RR0035|GOVT JUNIOR COLLEGE AMBAMATH,  SINDHANOOR TQ RAICHUR DISTRICT 
RR|RR0036|SRI AMARESHWAR GIRLS HIGH SCHOOL LINGASUGUR, RAICHUR DISTRICT 
RR|RR0037|GOVT HIGH SCHOOL POLICE COLONY   RAICHUR RAICHUR DISTRICT 
RR|RR0038|GOVT HIGH SCHOOL RODALBANDA, U K P, LINGSUGUR TQ. RAICHUR DISTRICT 
RR|RR0039|GOVT JUNIOR COLLEGE ARAKERA ,  DEVADURGA TALUK RAICHUR DISTRICT 
RR|RR0040|NAYA MADARSA BOYS HIGH SCHOOL RAICHUR RAICHUR DISTRICT 
RR|RR0041|RUDRA GOWDA MEM. ENG HIGH SCHOOL SINDHANOOR RAICHUR DISTRICT 
RR|RR0042|GOVT JUNIOR COLLEGE FOR GIRLS DEVADURGA RAICHUR DISTRICT 
RR|RR0043|GOVT  HIGH SCHOOL FOR GIRLS MASKI ,  LINGASUGUR TALUK RAICHUR DISTRICT 
RR|RR0044|GOVT HIGH SCHOOL IDAPANUR , RAICHUR TQ. RAICHUR DISTRICT 
RR|RR0045|GOVT JUNIOR COLLEGE ZAHIRABAD, RAICHUR RAICHUR DISTRICT 
RR|RR0046|GOVT  HIGH SCHOOL FOR GIRLS MUDGAL ,  LINGASUGUR TALUK RAICHUR DISTRICT 
RR|RR0047|SRI ANAND HIGH SCHOOL YERMARUS , RAICHUR RAICHUR DISTRICT 
RR|RR0048|SRI VENKATESWARA CO-EDUCATION H S MADDIPET , RAICHUR RAICHUR DISTRICT 
RR|RR0049|GOVT HIGH SCHOOL YAPALDINNI , RAICHUR RAICHUR DISTRICT 
RR|RR0050|GOVT JUNIOR COLLEGE FOR GIRLS MANVI RAICHUR DISTRICT 
RR|RR0051|URDU HIGH SCHOOL SINDHANOOR RAICHUR DISTRICT 
RR|RR0052|GOVT HIGH SCHOOL CHANDRABANDA , RAICHUR TQ. RAICHUR DISTRICT 
RR|RR0053|OLA BELLARY CHANNABASAVESWARA GOVT.H S  ALABANUR SINDHANUR TALUK RAICHUR DISTRICT
RR|RR0054|GOVT HIGH SCHOOL YERAMARUS CAMP, RAICHUR RAICHUR DISTRICT 
RR|RR0055|GOVT HIGH SCHOOL FOR GIRLS MUNNURWADI, RAICHUR RAICHUR DISTRICT 
RR|RR0056|GOVT HIGH SCHOOL BAGALWAD,  MANVI TALUK RAICHUR DISTRICT 
RR|RR0057|GOVT JUNIOR COLLGE DODDA HARJANA WADA  GAJGARPET ,  RAICHUR. RAICHUR DISTRICT 
RR|RR0058|SRIMAL RIKHABCHAND SUKHANI CO-EDN H S ( E.M ) RAICHUR RAICHUR  DISTRICT 
RR|RR0059|R.T.P.S.HIGHSCHOOL SHAKTINAGAR  RAICHUR TALUKA RAICHUR DISTRICT 
RR|RR0060|SRI VENKATESHWARA HIGH SCHOOL MUNCIPAL COLONY   SINDHANOOR RAICHUR DISTRICT 
RR|RR0061|VIDHYA BHARATI ( E.M. ) HIGH SCHOOL RAICHUR RAICHUR DISTRICT 
RR|RR0062|SAJJALA SHREE  HIGH SCHOOL MEGALAPET  MUDAGAL  LINGASUGUR TQ. RAICHUR DISTRICT 
RR|RR0063|DEVARAJ URS MEMORIAL HIGH SCHOOL ANEHOSUR LINGASAGUR TALUK RAICHUR DISTRICT 
RR|RR0064|GOVT HIGH SCHOOL GILKESUGUR , RAICHUR  TALUK RAICHUR DISTRICT 
RR|RR0065|GOVT HIGH SCHOOL JALIHAL, SINDHANUR TALUK RAICHUR DISTRICT 
RR|RR0066|GOVT HIGH SCHOOL SANTEKELLUR ,  LINGASAGUR TQ. RAICHUR DISTRICT 
RR|RR0067|GOVT HIGH SCHOOL SIYATALAB ,  RAICHUR . RAICHUR DISTRICT 
RR|RR0068|GOVT HIGH SCHOOL KHAIRAWADAGI ,  LINGASAGUR TQ RAICHUR DISTRICT 
RR|RR0069|GOVT HIGH SCHOOL NAGARAHAL ,  LINGASAGUR TALUK RAICHUR DISTRICT 
RR|RR0070|SRI SHARANABASAVESHWARA GIRLS HIGH SCHOOL HUTTI  , LINGASUGUR TALUK RAICHUR DISTRICT 
RR|RR0071|GOVT HIGH SCHOOL BYAGAWATA ,  MANVI TALUK RAICHUR DISTRICT 
RR|RR0072|GOVT HIGH SCHOOL K E B COLONY,  RAICHUR RAICHUR DISTRICT 
RR|RR0073|LIONS HIGH SCHOOL RAICHUR RAICHUR DISTRICT 
RR|RR0074|SRI BASAVESHWARA HIGH SCHOOL LINGASUGUR, RAICHUR DISTRICT 
RR|RR0075|GOVT HIGH SCHOOL KOPPAR ,  DEVADURGA TALUK RAICHUR DISTRICT 
RR|RR0076|GOVT HIGH SCHOOL GALAG ,  DEVADURGA TALUK RAICHUR DISTRICT 
RR|RR0077|GOVT HIGH SCHOOL KASABALINGASUGUR, LINGASUGAR TQ RAICHUR DISTRICT 
RR|RR0078|GOVT HIGH SCHOOL ADAVIAMARESHWAR,MANVI TALUK RAICHUR DISTRICT 
RR|RR0079|GOVT HIGH SCHOOL BALLATAGI ,  MANVI TALUK RAICHUR DISTRICT 
RR|RR0080|SRI VASAVI GIRLS HIGH SCHOOL SINDHANOOR RAICHUR DISTRICT 
RR|RR0081|GOVT HIGH SCHOOL TIDIGOLA ,  SINDHANOOR TALUK RAICHUR DISTRICT 
RR|RR0082|GOVT HIGH SCHOOL YALAGATTA  ,   LINGASAGUR TALUK RAICHUR DISTRICT 
RR|RR0083|GOVT HIGH SCHOOL ANWARIGRAMA  LINGASAGUR TALUK RAICHUR DISTRICT 
RR|RR0084|GOVT HIGH SCHOOL HAALAPUR ,   MANVI TALUK RAICHUR DISTRICT 
RR|RR0085|GOVT HIGH SCHOOL STATION BA ZAR  RAICHUR RAICHUR DISTRICT 
RR|RR0086|GOVT HIGH SCHOOL NEERMANVI ,   MANVI TALUK RAICHUR DISTRICT 
RR|RR0087|GOVT HIGH SCHOOL GONAWAR ,   SINDHANOOR TALUK RAICHUR DISTRICT 
RR|RR0088|JOGIN RAMANNA MEMORIAL HIGH SCHOOL MASKI ,  LINGASAGUR TALUK RAICHUR DISTRICT 
RR|RR0089|GOVT HIGH SCHOOL MASARAKAL ,   DEVADURGA TALUK RAICHUR DISTRICT 
RR|RR0090|SRI PAMPA VEERUPAKSHESHWARA H S KALMATA  , . MANVI RAICHUR DISTRICT 
RR|RR0091|GOVT HIGH SCHOOL R-H COLONY-2,  SINDHANOOR TALUK RAICHUR DISTRICT 
RR|RR0092|GOVT HIGH SCHOOL UDAMAGAL KHANAPUR,  RAICHUR TALUK RAICHUR DISTRICT 
RR|RR0093|GOVT HIGH SCHOOL ASKIHAL,  RAICHUR. RAICHUR DISTRICT 
RR|RR0094|GOVT HIGH SCHOOL MUNDARAGI ,  DEVADURGA TALUK RAICHUR DISTRICT 
RR|RR0095|GOVT HIGH SCHOOL JAGIR JADALDINNI , DEVADURGA TALUK RAICHUR DISTRICT 
RR|RR0096|MORARJI DESAI RESIDENTIAL SCHOOL RAICHUR. RAICHUR DISTRICT 
RR|RR0097|GOVT HIGH SCHOOL MADAGIRI ,  MANVI TALUK RAICHUR DISTRICT 
RR|RR0098|SRI MAILARALINGESHWARA HIGH SCHOOL DEVADURGA RAICHUR DISTRICT 
RR|RR0099|KALLURSARAF SHEENAIAH BALARAJA ENG HS JAWAHAR NAGAR , RAICHUR RAICHUR DISTRICT 
RR|RR0100|GOVT HIGH SCHOOL MEDAKINAHAL  ,  LINGASUGUR TALUK RAICHUR DISTRICT 
RR|RR0101|SARVODAYA VIDYAVARDHAKA HIGH SCHOOL SINDHANOOR , RAICHUR DISTRICT 
RR|RR0102|SRI SUGURESHWARA HIGH SCHOOL DEVASUGUR ,  RAICHUR TALUK. RAICHUR DISTRICT 
RR|RR0103|S.R.S.V. HIGH SCHOOL MANVI RAICHUR DISTRICT 
RR|RR0104|G.E.GRUHA NIRMANA  S S HIGH SCHOOL ( N.G.O) NEELAKANTESHWARANAGARA RAICHUR RAICHUR DISTRICT 
RR|RR0105|SMT RATANBAI RIKHABCHAND SUKANI H S ( K.M.) RAICHUR RAICHUR DISTRICT 
RR|RR0106|SWAMY VIVEKANANDA HIGH SCHOOL ( K.M. ) BRESTWARPET , RAICHUR. RAICHUR DISTRICT 
RR|RR0107|M.M.E.S.URDU HIGH SCHOOL LINGASUGUR RAICHUR DISTRICT 
RR|RR0108|KANAKADASA HIGH SCHOOL SUKHELPET,  SINDHANOOR RAICHUR DISTRICT 
RR|RR0109|'BLESSED ALPHON''S HIGH SCHOOL ( E.M. ) SHAKTHINAGAR, RAICHUR TALUKA RAICHUR DISTRICT '
RR|RR0110|CHRISTA JYOTHI HIGH SCHOOL  ( K.M. ) MUDGAL ,  LINGASUGUR TALUK. RAICHUR DISTRICT 
RR|RR0111|GOVT URDU HIGH SCHOOL MANVI RAICHUR DIST 
RR|RR0112|GOVT  HIGH SCHOOL FOR GIRLS JALAHALLI,  DEVADURGA TQ RAICHUR DIST 
RR|RR0113|SRI SHARADAVIDYANIKETHANA HIGH SCHOOL SHARADA NAGAR, MANVI RAICHUR DISTRICT 
RR|RR0114|SAFIA  HIGH SCHOOL ( E.M. ) RAICHUR RAICHUR DISTRICT 
RR|RR0115|GOVT URDU HIGH SCHOOL FOR GIRLS MAHILA SAMAJA ,  RAICHUR. RAICHUR DISTRICT 
RR|RR0116|GOVT HIGH SCHOOL FOR GIRLS SIRAVAR ,   MANVI TQ RAICHUR DISTRICT 
RR|RR0117|GOVT HIGH SCHOOL GOUDUR  , LINGASAGUR TALUK RAICHUR DISTRICT 
RR|RR0118|GOVT HIGH SCHOOL HANACINAL  CAMP , SINDHANOOR TQ RAICHUR DISTRICT 
RR|RR0119|GOVT HIGH SCHOOL NAGALAPUR ,  LINGASAGUR TQ RAICHUR DISTRICT 
RR|RR0120|GOVT HIGH SCHOOL SARJAPUR ,   LINGASAGUR TQ RAICHUR DISTRICT 
RR|RR0121|GOVT HIGH SCHOOL SINGANODI ,  RAICHUR TALUK. RAICHUR DISTRICT 
RR|RR0122|REDDY GIRLS HIGH SCHOOL KUSHTAGI ROAD ,  SINDHANOOR RAICHUR DISTRICT 
RR|RR0123|SAINT ZAKARIYA HIGH SCHOOL POTHNAL, MANVI TALUK. RAICHUR DISTRICT 
RR|RR0124|SUNITA HIGH SCHOOL  MASKI ,  LINGASAGURA TALUK. RAICHUR DISTRICT 
RR|RR0125|VALA BALLARY CHANNABASVESWAR   H.S. GUDADOOR ,   SINDHANOOR TQ RAICHUR DISTRICT 
RR|RR0126|GNYANAVAHINI HIGH SCHOOL KAVITAL  ,  MANVI TALUK RAICHUR DISTRICT 
RR|RR0127|SRI SHARANABASAVESWARA HIGH SCHOOL PAMANA ,KALLUR ,  MANVI TALUK RAICHUR DISTRICT 
RR|RR0128|DR E A SEEMONDS ENGLISH HIGH SCHOOL HUTTI ,  LINGASUGUR TALUK. RAICHUR DISTRICT 
RR|RR0129|SRI KANNIKA PARAMESHWARI HIGH SCHOOL RAICHUR RAICHUR DISTRICT 
RR|RR0131|TAGORE MEMORIAL TELUGU MEDIUM H S JALIHA CAMP,( G.NAGAR),SINDHANOOR TQ RAICHUR DISTRICT 
RR|RR0134|VIVEKANANDA HINDI MEDIUM HIGH SCHOOL R H COLONY NO-4  , SINDHANOOR TQ. RAICHUR DISTRICT 
RR|RR0135|'SMT HAMPAMMA VENKATARAO BADARLI'' S H S JANATHA COLONY,  SINDHANOOR RAICHUR DISTRICT '
RR|RR0136|SRI BASAWESWARA HIGH SCHOOL BASAVESWARA ROAD ,  DEVADURGA RAICHUR DIST 
RR|RR0137|SRI AMARESWARA HIGH SCHOOL ICHANAL  ,  LINGASAGUR TALUK. RAICHUR DIST 
RR|RR0138|SRI SOMESHWARA HIGH SCHOOL UMALOTI  ,  SINDHANOOR TALUK. RAICHUR DIST 
RR|RR0139|LITTLE ANGLES HIGH SCHOOL TARANATA ROAD ,  RAICHUR RAICHUR DISTRICT 
RR|RR0140|SRI JAYASHANTA  LINGESWARA J.G.HIGH SCHOOL  JALAHALLI DEVADURGA TALUK RAICHUR DISTRICT
RR|RR0141|SRI SIDDARAMESHWARA HIGH SCHOOL CHIKKASUGUR ,   RAICHUR TALUK. RAICHUR 
RR|RR0143|SWAMY VIVEKANANDA HIGH SCHOOL  (E.M.) BRESTAWARA PET, RAICHUR RAICHUR 
RR|RR0145|SRI GURUNIRUPADESHWARA HIGH SCHOOL AMADIHAL  ,LINGASUGUR  TALUK. RAICHUR DISTRICT 
RR|RR0146|'ST.  ANN''S HIGH SCHOOL ( E.M ) HUTTI GRAMA , LINGASUGUR TALUK. RAICHUR DISTRICT '
RR|RR0147|HOLLY FAMILY HIGH SCHOOL  ( E.M.) R G ROAD , SINDHANOOR RAICHUR DISTRICT 
RR|RR0148|INFANT JESUS HIGH SCHOOL ( E.M ) VIDYA NAGAR  RAICHUR RAICHUR. 
RR|RR0150|SHREE VINAYAK COMP JR COLLEGE HUTTI ,  LINGASUGUR TALUK. LINGASUGURU T. RAICHUR.DT.
RR|RR0151|SHREE KRISHNA DEVARAYA HIGH SCHOOL ( E.M ) HOSAHALLI CAMP , SINDHANOOR TQ SINDHANOOR.TQ. RAICHUR DT.
RR|RR0152|SHREE MORARJI DESAI RESIDENTIAL SCHOOL ADAVIBHAVI LINGASUGUR.TQ. RAICHUR.DT.
RR|RR0153|SHREE MORARJI DESAI RESIDENTIAL SCHOOL JALAHALLI ,  DEVADURGA  TALUK. DEVADURGA.TQ. RAICHUR DT.
RR|RR0154|SMT.RATANABAI RIKAB CHAND SUKHANI ENG.MED.H.S. NEAR RADIO STATION RAICHUR RAICHUR.DISTRICT
RR|RR0155|JNANAGANGOTRI EDU. TRUST HIGH SCHOOL SIRWAR, MANVI TQ. RAICHUR DT.
RR|RR0156|KARNATAKA HIGH SCHOOL HANCHINALA [U] SINDHANOOR.TQ RAICHUR.DT
RR|RR0157|GOVERNMENT HIGH SCHOOL, KANNALA, LINGSUGURU.TQ. RAICHUR.DT.
RR|RR0158|GOVERNMENT HIGH SCHOOL, MOVINABAVI, LINGASUGURU.TQ RAICHUR DT.
RR|RR0159|GOVERNMENT HIGH SCHOOL HALAKAVATAGI, LINGASUGUR.TQ. RAICHUR DT.
RR|RR0160|GOVT HIGH SCHOOL HIREBUDUR DEVADURGA TQ RAICHUR DIST 
RR|RR0161|GOVT HIGH SCHOOL DADHESUGUR SINDHANUR TQ RAICHUR DIST
RR|RR0162|GOVT HIGHSCHOOL BALAGANUR SINDHANUR TQ RAICHUR DIST
RR|RR0163|GOVT HIGH SCHOOL GUNDA   SINDHANUR TQ RAICHUR  DIST 
RR|RR0164|GOVT HIGH SCHOOL RAJALABANDA MANVI TQ RAICHUR DIST
RR|RR0165|GOVT HIGH SCHOOL UTAKANUR MANVI TQ RAICHUR DIST
RR|RR0166|GOVT HIGH SCHOOL KURA KUNDA MANVI  TQ RAICHUR DIST
RR|RR0167|SRI VELLANKI RAMAKRISHNA VARMA HIGH SCHOOL KAKATIYANAGAR, MANVI, MANVI TQ RAICHUR DIST
RR|RR0168|GOVT  HIGH  SCHOOL DEVASUGUR RAICHUR DIST 
RR|RR0169|INFANT JESUS KANNADA MEDIUM HIGH SCHOOL, VIDYA NAGAR RAICHUR  DIST 
RR|RR0170|GOVT  HIGH  SCHOOL HARAPUR   SINDHANUR  TQ RAICHUR  DIST 
RR|RR0171|GOVT  HIGH  SCHOOL POTHNAL MANVI TQ RAICHUR  DIST 
RR|RR0172|NAVACHETHANA KANNADA HIGH SCHOOL KAVITHALA MANVI   TQ RAICHUR   DIST
RR|RR0173|GOVT  HIGH  SCHOOL GANADALA    DEVADURGA  TQ RAICHUR   DIST 
RR|RR0174|SRI SHARANAPPA KHENADA HIGH SCHOOL DEVADURGA    DEVADURGA  TQ RAICHUR   DIST 
RR|RR0175|SRI AMATHESHWARA   HIGH   SCHOOL DEVARAGUDDA       DEVADURGA    TQ RAICHUR   DIST 
RR|RR0176|SRI GURUVINA NAGAYYA  THATHA SMARAKA  HIGH  SCHOOL GABBUR.DEVADURGA TALUK RAICHUR   DISTRICT
RR|RR0177|GOVT HIGH SCHOOL HEMAGANUR, DEVDURGA TALUK, RAICHUR DIST.
RR|RR0178|JNANA JYOTHI GIRLS HIGH SCHOOL ASHOKA ROAD, DEVADURGA TALUK, RAICHUR DIST.
RR|RR0179|PANCHAMUKHI GOVT HIGH SCHOOL, GANADALA, RAICHUR TALUK, RAICHUR DIST.
RR|RR0180|GLORY ENG MED HIGH SCHOOL, NATARAJA COLONY, SINDHANUR, RAICHUR DIST.
RR|RR0181|SRI RAJARAJESWARI KAN MED RES HS, RAVADAKUNDA, SINDHANUR TALUK, RAICHUR DIST.
RR|RR0182|VIKASA BHARATHI KAN MED HIGH SCHOOL, SINDHANUR RAICHUR DIST. 
RR|RR0183|DUDDU PUDI ENG MED HIGH SCHOOL P W D CAMP, SINDHANUR, RAICHUR DIST.
RR|RR0185|GOVT HIGH SCHOOL ATTHANUR, MANVI TALUK, RAICHUR DIST.
RR|RR0186|GOVT HIGH SCHOOL MADLAPURA, MANVI, MANVI TALUK, RAICHUR DIST.
RR|RR0187|GOVT GIRLS HIGH SCHOOL KAVITHALA, MANVI TALUK, RAICHUR DIST.
RR|RR0188|GOVT HIGH SCHOOL RAGALAPARVI, SINDHANUR TALUK, RAICHUR DIST.
RR|RR0189|GOVT HIGH SCHOOL MUSTOORU, DEVADURGA TALUK, RAICHUR DIST.
RR|RR0190|GOVT HIGH SCHOOL PAGADADINNI, SINDANUR TALUK, RAICHUR DIST.
RR|RR0191|GOVT HIGH SCHOOL PAMANAKALLURU, MANVI TALUK, RAICHUR DIST.
RR|RR0192|GOVT URDU HIGH SCHOOL KILLA, MUDAGAL, LINGASOGUR TALUK, RAICHUR DIST.
RR|RR0193|SMT SHEKAMMA NARAYANA HIGH SCHOOL HATTI GRAMA, LINGASOGUR TALUK, RAICHUR DIST.
RR|RR0195|RAJENDRA KUMAR MEMORIAL KAN MED H S , NATARAJA COLONY, SINDANUR, RAICHUR DIST.
RR|RR0196|GOVT URDU HIGH SCHOOL POLICE COLONY, RAICHUR, RAICHUR DIST.
RR|RR0197|BASAVA VIDYANIKETHAN K M HIGH SCHOOL, NIJALINGAPPANAGAR, RAICHUR, RAICHUR DIST.
RR|RR0198|SRI M.VENKATASHETTY MEMORIAL K M (S M V) HIGH SCHOOL LBS NAGARA, RAICHUR, RAICHUR DIST.
RR|RR0199|ADARSHA RESI ENG MED HIGH SCHOOL ASHAPURA ROAD, RAICHUR, RAICHUR DIST
RR|RR0200|SRI LAKSHMI VENKATESHWARA HIGH SCHOOL, SHANTHINAGAR, DEVADURGA, RAICHUR DIST
RR|RR0201|VIJAYA MAHANTHESHA HIGH SCHOOL MUDAGAL, LINGASAGUR TQ RAICHUR DIST.
RR|RR0202|DR THIMMANAGOUDA KAN MED HIGH SCHOOL, NATARAJA COLONY, SINDHNURU TALUK, RAICHUR DIST.
RR|RR0203|VIKAS KAN & ENG MED HIGH SCHOOL ADARSHANAGARA, SINDHANURU, RAICHUR DIST.
RR|RR0205|SMT SHANKRAMMA H M A G S H S HIREKOTNEKAL, BOGAVATHI, MANVI TALUK, RAICHUR DIST.
RR|RR0206|IKRA URDU MED HIGH SCHOOL MEHABOOBIYA COLONY, SINDHANUR, RAICHUR DIST.
RR|RR0207|IKRA KAN MED HIGH SCHOOL MEHABOOBIYA COLONY, SINDHANUR, RAICHUR DIST.
RR|RR0208|SMT WANDLI SIDDALINGAMMA B R H S VIRUPAPURA, SINDHANUR TALUK, RAICHUR DIST.
RR|RR0209|SRI KANAKDASA HIGH SCHOOL LINGASAGURU, RAICHUR DIST. 
RR|RR0210|GNANODAYA HIGH SCHOOL THORANADINNI, MANVI TALUK, RAICHUR DIST.
RR|RR0211|MODEL HIGH SCHOOL KAVITHALA, MANVI TALUK, RAICHUR DIST.
RR|RR0212|SEVABHARATHI HIGH SCHOOL SHARANABASAVESHWARA COLONY PRASHANTHANAGARA, SINDANUR, RAICHUR DIST.,
RR|RR0213|SRI VENKATESHWARA HIGH SCHOOL K H B COLONY, MANVI, MANVI TQ RAICHUR DIST.,
RR|RR0214|GOUTHAMA EDN TRUST E M H S RAGHAVENDRA COLONY, DEVASUGURU, (SHAKTHINAGAR) RAICHUR TQ & DIST.,
RR|RR0215|GOVT HIGH SCHOOL KOLABALA, SINDANUR TQ RAICHUR DIST., 
RR|RR0216|MASKI ABDULLA MEMO HIGH SCHOOL ABDULLA COLONY HUTTI, LINGASUGUR TQ., RAICHUR DIST.,
RR|RR0217|GOVT HIGH SCHOOL MATTUR, LINGASUGUR TQ., RAICHUR DIST., 
RR|RR0218|VIDYAVAHINI HIGH SCHOOL SIRWAR, MANVI TQ RAICHUR DIST., 
RR|RR0219|NAVODAYA PUBLIC HIGH SCHOOL MANIK PRABHU TEMPLE ROAD, VIDYANAGAR, RAICHUR ., RAICHUR DIST
RR|RR0220|GOVT HIGH SCHOOL BYAPURA, LINGASOGURU TQ RAICHUR DIST.,
RR|RR0221|GOVT HIGH SCHOOL KONAPURAPET, MANVI, MANVI TQ RAICHUR DIST.
RR|RR0222|GOVT GIRLS HIGH SCHOOL ARAKERA, DEVADURGA TQ, RAICHUR DIST.,
RR|RR0223|GOVT HIGH SCHOOL ALAKODA, DEVADURGA TQ RAICHUR DIST.,
RR|RR0224|NETHAJI KAN MED HIGH SCHOOL KARADIGUDDA ROAD, MANVI, MANVI TQ RAICHUR DIST.,
RR|RR0225|GOVT HIGH SCHOOL THALEKHANA, LINGASUGURU TQ RAICHUR DIST.,
RR|RR0226|GOVT HIGH SCHOOL ANKUSHADODDI, LINGASUGURU TQ RAICHUR DIST.,
RR|RR0227|GOVT HIGH SCHOOL BIJJAGERA, RAICHUR TQ RAICHUR DIST.,
RR|RR0228|MILTON KAN MED HIGH SCHOOL WARD NO.25, MAKTALPET, RAICHUR. RAICHUR DIST.,
RR|RR0229|ARUNODAYA KAN MED HIGH SCHOOL BALAGANUR, SINDHANUR TQ RAICHUR DIST.,
RR|RR0230|GOVT HIGH SCHOOL GOREBALA, SINDANURU TQ RAICHUR DIST., 
RR|RR0231|GOVT HIGH SCHOOL HUNURU, LINGASAGURU TQ RAICHUR DIST., 
RR|RR0232|GOVT HIGH SCHOOL CHITAPURA, LINGASAGURU TQ RAICHUR DIST., 
RR|RR0233|GOVT HIGH SCHOOL THIMMAPURA, SINDANURU TQ RAICHUR DIST., 
RR|RR0234|GOVT HIGH SCHOOL KALAMANGI, SINDANUR TQ RAICHUR DIST., 
RR|RR0235|GOVT HIGH SCHOOL NAGADADINNI, DEVADURGA TQ RAICHUR DIST., 
RR|RR0236|S B G M HIGH SCHOOL GURUGUNTA ROAD, LINGASAGURU TALUK, RAICHUR DIST., 
RR|RR0237|GOVT COMP HIGH SCHOOL AMINAGADA, AMINGADA POST MANVI TQ, RAICHUR DIST., 
RR|RR0238|BASAVA HIGH SCHOOL DEVADURGA, DEVADURGA TQ RAICHUR DIST., 
RR|RR0239|GOVT HIGH SCHOOL CHINCHODI, DEVADURGA TQ RAICHUR DIST., 
RR|RR0240|GOVT HIGH SCHOOL B GANEKAL, DEVADURGA TQ RAICHUR DIST., 
RR|RR0241|GOVT HIGH SCHOOL SUNKESHWARA HALA, DEVADURGA TQ RAICHUR DIST.,
RR|RR0242|SHRI GURUSIDESHWARA KAN MED HIGH SCHOOL, GANDHINAGARA SINDANUR TQ RAICHUR DIST.,
RR|RR0243|L M G S HIGH SCHOOL NEAR I B, MANVI TQ RAICHUR DIST., 
RR|RR0244|VIKASA BHARATI ENG MED HIGH SCHOOL GANGANAGARA, SINDHANUR TQ RAICHUR DIST., 
RR|RR0245|SHRI MEENAKSHI ENG MED HIGH SCHOOL ADARSHA NAGARA, SINDHANUR TQ RAICHUR DIST., 
RR|RR0246|VISHVA SHANTI VIDHYANIKETANA ENG MED HIGH SCHOOL, GANDHINAGARA SINDHANUR TQ, RAICHUR DIST., 
RR|RR0247|INDIRA PRIYADARSHINI ENG MED H S ADARSHA COLONY, SINDHANUR TQ RAICHUR DIST., 
RR|RR0248|VIDHYA ENG MED HIGH SCHOOL ADARSHA COLONY, SINDHANUR TQ RAICHUR DIST., 
RR|RR0249|GOVT HIGH SCHOOL TALAMARI, RAICHUR TQ RAICHUR DIST., 
RR|RR0250|GOVT HIGH SCHOOL BAIDODDI, RAICHUR TQ RAICHUR DIST., 
RR|RR0251|GOVT HIGH SCHOOL MALIYABAD CAMP, RAICHUR TQ RAICHUR DIST., 
RR|RR0252|GOVT HIGH SCHOOL KADLURU, RAICHUR TQ RAICHUR DIST., 
RR|RR0253|B BASAVARAJA HIGH SCHOOL BHOGAVATHI, MANVI TQ RAICHUR DIST., 
RR|RR0254|J M J HIGH SCHOOL K MARIYAMMANA HALLI, LINGASAGURU TQ RAICHUR DIST.,
RR|RR0255|S G G S HIGH SCHOOL DHANLAKSHMI LAYOUT, ZAHEERA BADH, RAICHUR TQ & DIST., 
RR|RR0256|GOVT URDU HIGH SCHOOL IDDAPANAURU, RAICHUR TQ & DIST., 
RR|RR0257|MILTON ENG MED HIGH SCHOOL MUKTALPET, RAICHUR TQ & DIST., 
RR|RR0258|JAGDGURU SHRI MARULASIDDHESHWARA HIGH SCHOOL, JANNEKAL, MANVI TQ, RAICHUR DIST., 
RR|RR0259|SHANTHINIKETAN KAN & ENG MED H S SIRAVARA, MANVI TQ RAICHUR DIST., 
RR|RR0260|CHUKKI VISHWANATHA HIGH SCHOOL DEVADURGA ROAD, BASAVA CIRCLE, SIRAVARA, MANVI TQ RAICHUR DIST.,
RR|RR0261|SRI SAI CHAITHNYA HIGH SCHOOL HIREDINNI CAMP, MANVI TQ RAICHUR DIST., 
RR|RR0262|GOVT HIGH SCHOOL N GANEKAL DEVADURGA TQ RAICHUR DIST
RR|RR0263|GOVT HIGH SCHOOL KMALADINNI DEVADURGA TQ RAICHUR DIST
